41.23007,0.0
45.22067,1.1934624
43.914776,2.4794044
42.64874,0.5773468
48.098423,0.54867744
46.02156,1.2077789
42.792747,0.46372986
40.89885,0.34498978
41.219032,1.021143
40.671837,1.0774612
45.261723,0.3881092
43.96293,0.97201157
42.79871,0.047912598
48.573246,0.9523773
43.641964,0.16552353
46.63869,2.8256817
47.371304,0.5584717
46.059982,0.62051773
45.05925,1.0622063
44.509083,1.4818497
46.517773,1.9646721
44.412827,2.3870468
44.746952,0.6306057
45.67409,0.8020592
44.76486,0.2713337
43.70278,0.2015171
47.22135,1.2393913
47.283825,0.077625275
44.992264,0.42477417
42.54207,0.112018585
43.30676,0.9440994
43.059135,1.6255035
43.504463,1.1805649
46.036793,1.7755508
42.915478,2.105526
46.226635,1.0060349
43.404625,1.018961
